,Vehicle_Type,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Vehicle_Speed,Month,Day,Hour,result
2796,2,1,2,0,0,60,24,5,10,0
1670,6,0,1,120,120,77,9,0,19,0
750,1,0,2,60,60,24,8,2,15,0
1845,6,1,1,120,120,47,26,4,4,0
61,4,1,1,160,160,78,8,3,16,0
2762,5,0,0,350,350,61,25,2,14,0
3527,4,1,1,120,120,84,4,6,6,0
4493,4,1,1,110,110,76,6,0,2,0
4079,6,1,1,120,120,70,31,3,20,0
4949,3,1,0,145,145,94,13,1,7,0
4093,6,1,1,120,120,65,25,3,21,0
3253,6,1,1,110,110,27,22,3,20,0
1663,6,1,1,120,120,60,2,0,2,0
1059,2,1,2,0,0,77,7,5,18,0
3237,2,1,2,0,0,60,23,4,15,0
2143,1,1,2,90,90,83,25,6,16,0
1584,2,1,2,0,0,80,31,5,3,0
2381,1,1,2,90,90,89,19,4,5,0
4371,2,1,2,0,0,50,28,2,16,0
3150,3,0,0,130,130,42,17,3,1,0
1149,1,1,2,100,100,94,6,4,22,0
3018,0,0,0,290,290,67,29,4,15,0
1057,0,1,0,340,340,91,5,3,9,0
1102,5,0,0,340,340,58,20,6,10,0
1196,3,0,0,150,150,67,22,2,8,0
2343,4,1,1,115,115,74,16,4,13,0
870,2,1,2,0,0,34,2,5,6,0
2718,1,0,2,120,120,66,14,5,7,0
3191,4,1,1,100,100,58,4,2,7,0
1357,3,1,0,150,150,91,31,2,14,0
2025,2,1,2,0,0,94,2,6,7,0
2909,5,1,0,350,350,82,30,3,1,0
3379,6,1,1,110,110,44,21,3,15,0
1843,2,1,2,0,0,58,24,2,0,0
4319,3,1,0,140,140,42,26,1,5,0
2354,2,1,2,0,0,53,22,5,14,0
4881,1,1,2,90,90,89,9,6,10,0
1454,4,0,1,120,120,67,8,1,14,0
2301,4,1,1,115,115,88,18,0,10,0
2363,6,1,1,125,125,93,26,2,12,0
1338,1,0,2,100,100,53,12,4,6,0
3041,2,1,2,0,0,43,16,0,9,0
4868,2,1,2,0,0,51,31,2,1,0
621,4,1,1,100,100,56,18,6,4,0
2462,4,0,1,115,115,55,18,6,0,0
2362,5,0,0,330,330,66,21,2,10,0
3683,0,1,0,340,340,97,25,6,3,0
3863,4,1,1,120,120,91,25,0,21,0
4734,1,0,2,90,90,66,19,4,4,0
3660,4,0,1,120,120,49,11,6,8,0
1840,3,0,0,140,140,49,20,5,17,0
3891,4,1,1,120,120,89,12,4,21,0
3574,5,0,0,340,340,50,1,6,0,0
573,3,1,0,130,130,52,29,0,17,0
2008,3,0,0,145,145,71,16,3,22,0
239,1,1,2,120,120,91,8,3,5,0
220,5,0,0,350,350,44,20,5,8,0
51,2,1,2,0,0,94,26,0,18,0
2921,1,1,2,120,120,79,18,6,18,0
4773,4,1,1,115,115,84,29,2,22,0
3606,0,0,0,340,340,48,19,2,15,0
1408,1,0,2,100,100,58,23,4,10,0
38,5,0,0,350,350,74,13,1,4,0
4724,4,0,1,115,115,48,1,1,17,0
748,3,0,0,130,130,22,29,1,11,0
4192,4,0,1,110,110,70,15,2,14,0
1908,6,0,1,120,120,56,6,6,16,0
3899,3,1,0,150,150,85,27,1,1,0
3300,2,1,2,0,0,45,1,0,12,0
3731,3,1,0,150,150,87,12,1,0,0
2099,3,1,0,145,145,96,20,3,2,0
3539,5,1,0,340,340,79,29,2,0,0
4393,5,1,0,300,300,48,9,6,19,0
4295,5,1,0,300,300,51,12,5,19,0
4924,2,1,2,0,0,52,10,0,3,0
1423,2,1,2,0,0,92,7,5,2,0
2151,2,1,2,0,0,77,23,1,9,0
3895,2,1,2,0,0,92,20,3,11,0
35,0,1,0,350,350,76,10,5,14,0
1047,6,1,1,130,130,97,8,5,14,0
1364,3,0,0,150,150,49,7,2,19,0
701,1,1,2,60,60,57,8,3,13,0
2684,2,1,2,0,0,74,14,4,23,0
3790,2,1,2,0,0,54,28,2,22,0
4448,2,1,2,0,0,51,1,6,4,0
1966,3,0,0,140,140,54,4,2,23,0
4583,6,1,1,125,125,87,10,2,23,0
3959,5,1,0,340,340,91,24,5,16,0
2967,4,1,1,160,160,89,2,2,7,0
3999,1,1,2,100,100,76,8,0,9,0
4965,1,1,2,90,90,87,12,6,14,0
4280,2,1,2,0,0,43,1,5,4,0
3892,3,0,0,150,150,54,31,2,13,0
4467,0,1,0,300,300,81,22,1,9,0
4379,5,1,0,300,300,52,12,3,19,0
4774,3,0,0,145,145,65,14,4,13,0
4213,4,1,1,110,110,75,30,0,1,0
3832,2,1,2,0,0,59,23,1,23,0
2969,0,1,0,350,350,78,6,2,14,0
711,6,1,1,110,110,54,18,6,4,0
3913,3,1,0,150,150,85,22,0,2,0
2559,5,1,0,350,350,89,24,3,4,0
2628,2,1,2,0,0,68,18,4,23,0
1365,0,1,0,340,340,77,8,3,23,0
1157,2,1,2,0,0,83,14,5,12,0
4632,6,0,1,125,125,66,21,6,11,0
444,5,0,0,350,350,50,12,0,13,0
3764,6,0,1,130,130,59,25,1,5,0
4327,0,1,0,300,300,51,11,6,8,0
4832,1,0,2,90,90,71,29,1,20,0
2911,4,1,1,160,160,90,3,2,8,0
815,5,1,0,290,290,56,11,6,18,0
4027,1,1,2,70,70,88,18,3,9,0
3082,1,0,2,60,60,43,7,3,17,0
3761,1,1,2,100,100,91,5,0,7,0
4762,1,0,2,90,90,45,6,1,4,0
1521,2,1,2,0,0,80,18,3,0,0
1135,1,1,2,100,100,79,22,4,1,0
1662,5,0,0,300,300,72,1,6,0,0
2662,1,0,2,120,120,44,11,1,19,0
3124,1,0,2,60,60,55,1,3,9,0
464,2,1,2,0,0,53,1,6,16,0
983,5,1,0,290,290,88,5,3,19,0
3903,5,1,0,340,340,81,3,3,14,0
4686,2,1,2,0,0,47,29,6,6,0
1932,0,0,0,300,300,55,31,3,4,0
119,0,1,0,350,350,78,8,0,18,0
2886,1,0,2,120,120,63,27,5,18,0
2059,1,1,2,90,90,80,7,6,7,0
657,3,1,0,130,130,47,23,1,4,0
58,2,1,2,0,0,58,5,0,3,0
3657,2,1,2,0,0,83,20,5,10,0
2952,6,0,1,140,140,62,18,5,16,0
832,3,0,0,130,130,76,20,5,8,0
1305,5,1,0,340,340,74,2,6,21,0
4215,0,1,0,300,300,62,2,6,8,0
2780,0,0,0,350,350,69,23,4,3,0
428,1,0,2,120,120,49,24,5,8,0
3465,3,1,0,130,130,79,27,1,9,0
1268,1,0,2,100,100,72,27,4,12,0
1303,1,1,2,100,100,87,31,4,12,0
2144,2,1,2,0,0,68,16,1,14,0
935,6,1,1,110,110,86,15,5,5,0
1513,1,1,2,70,70,75,9,1,5,0
4615,1,1,2,90,90,93,5,3,13,0
4236,0,0,0,300,300,60,24,4,20,0
2161,4,1,1,115,115,80,2,4,22,0
798,0,0,0,290,290,34,26,5,3,0
3395,3,1,0,130,130,99,17,5,18,0
1191,1,1,2,100,100,92,17,4,9,0
4009,6,1,1,120,120,80,15,3,20,0
3269,3,1,0,130,130,45,20,0,2,0
2950,2,1,2,0,0,45,15,6,9,0
2298,2,1,2,0,0,49,3,5,3,0
2741,5,1,0,350,350,75,6,6,2,0
788,6,0,1,110,110,65,4,0,5,0
3366,4,0,1,100,100,45,19,0,11,0
1733,6,1,1,120,120,45,19,2,0,0
3316,6,0,1,110,110,86,11,1,1,0
298,6,0,1,140,140,71,8,6,2,0
2428,3,0,0,145,145,57,2,0,15,0
3059,3,1,0,130,130,51,18,4,23,0
3373,4,1,1,100,100,76,15,3,19,0
3816,0,0,0,340,340,62,4,4,16,0
4522,3,0,0,145,145,58,13,3,17,0
1836,2,1,2,0,0,48,16,1,7,0
122,5,0,0,350,350,49,11,3,10,0
4108,4,0,1,110,110,67,7,6,12,0
240,2,1,2,0,0,50,9,4,9,0
2071,3,1,0,145,145,92,12,4,22,0
4386,5,0,0,300,300,59,8,2,7,0
