,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class
1270,I,0.54,0.42,0.14,0.6275,0.2505,0.1175,0.235,negative
1271,I,0.54,0.425,0.13,0.7205,0.2955,0.169,0.225,negative
1272,I,0.545,0.4,0.13,0.686,0.3285,0.1455,0.18,negative
1273,I,0.545,0.375,0.12,0.543,0.2375,0.1155,0.1725,negative
1274,M,0.55,0.435,0.14,0.7625,0.327,0.1685,0.259,negative
1275,I,0.55,0.425,0.15,0.639,0.269,0.1345,0.217,negative
1276,I,0.55,0.415,0.145,0.7815,0.373,0.16,0.2215,negative
1277,I,0.55,0.425,0.15,0.7665,0.339,0.176,0.21,negative
1278,I,0.555,0.395,0.13,0.5585,0.222,0.1245,0.17,negative
1279,I,0.56,0.44,0.13,0.7235,0.349,0.149,0.2,negative
1280,M,0.56,0.425,0.135,0.849,0.3265,0.221,0.2645,negative
1281,I,0.565,0.42,0.155,0.743,0.31,0.186,0.231,negative
1282,F,0.565,0.44,0.15,0.863,0.435,0.149,0.27,negative
1283,M,0.565,0.43,0.15,0.831,0.4245,0.1735,0.219,negative
1284,M,0.57,0.45,0.14,0.795,0.3385,0.148,0.245,negative
1285,I,0.57,0.43,0.145,0.833,0.354,0.144,0.2815,negative
1286,I,0.57,0.445,0.155,0.867,0.3705,0.1705,0.28,negative
1287,I,0.57,0.445,0.145,0.7405,0.306,0.172,0.1825,negative
1288,M,0.575,0.455,0.165,0.867,0.3765,0.1805,0.268,negative
1289,I,0.575,0.425,0.135,0.7965,0.364,0.196,0.239,negative
1290,F,0.575,0.47,0.155,1.116,0.509,0.238,0.34,negative
1291,I,0.575,0.45,0.125,0.78,0.3275,0.188,0.235,negative
1292,M,0.575,0.47,0.185,0.985,0.3745,0.2175,0.355,negative
1293,F,0.575,0.465,0.195,0.9965,0.417,0.247,0.47,negative
1294,I,0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25,negative
1295,I,0.575,0.45,0.135,0.807,0.3615,0.176,0.254,negative
1296,F,0.575,0.435,0.15,1.0305,0.4605,0.218,0.36,negative
1297,M,0.575,0.445,0.16,0.839,0.4005,0.198,0.239,negative
1298,M,0.575,0.44,0.16,0.9615,0.483,0.166,0.275,negative
1299,F,0.58,0.435,0.15,0.834,0.428,0.1515,0.23,negative
1300,M,0.58,0.46,0.155,1.0335,0.469,0.2225,0.295,negative
1301,I,0.58,0.445,0.125,0.7095,0.303,0.1405,0.235,negative
1302,F,0.585,0.445,0.14,0.913,0.4305,0.2205,0.253,negative
1303,I,0.59,0.45,0.145,1.022,0.428,0.268,0.265,negative
1304,I,0.59,0.46,0.145,0.9015,0.419,0.1785,0.26,negative
1305,F,0.595,0.435,0.15,0.9,0.4175,0.17,0.265,negative
1306,M,0.595,0.45,0.14,0.838,0.3965,0.194,0.217,negative
1307,M,0.595,0.45,0.145,0.959,0.463,0.2065,0.2535,negative
1308,F,0.6,0.46,0.155,0.9735,0.427,0.2045,0.3,negative
1309,F,0.6,0.475,0.15,1.13,0.575,0.196,0.305,negative
1310,M,0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725,negative
1311,F,0.6,0.48,0.18,1.0645,0.4495,0.2455,0.325,negative
1312,M,0.6,0.47,0.16,1.194,0.5625,0.3045,0.2635,negative
1313,F,0.605,0.455,0.145,0.9775,0.468,0.1775,0.275,negative
1314,M,0.605,0.475,0.145,0.884,0.3835,0.1905,0.27,negative
1315,I,0.605,0.47,0.145,0.8025,0.379,0.2265,0.22,negative
1316,F,0.605,0.48,0.14,0.991,0.4735,0.2345,0.24,negative
1317,F,0.605,0.47,0.155,0.974,0.393,0.224,0.3345,negative
1318,F,0.605,0.505,0.18,1.434,0.7285,0.264,0.431,negative
1319,M,0.61,0.475,0.155,0.983,0.4565,0.228,0.266,negative
1320,F,0.61,0.465,0.16,1.0725,0.4835,0.2515,0.28,negative
1321,F,0.61,0.485,0.15,1.2405,0.6025,0.2915,0.3085,negative
1322,M,0.61,0.47,0.16,1.022,0.449,0.2345,0.2945,negative
1323,F,0.61,0.475,0.16,1.1155,0.3835,0.223,0.379,negative
1324,I,0.61,0.465,0.125,0.9225,0.436,0.19,0.26,negative
1325,M,0.61,0.47,0.17,1.1185,0.5225,0.2405,0.31,negative
1326,F,0.61,0.485,0.18,1.2795,0.5735,0.2855,0.355,negative
1327,M,0.615,0.47,0.16,1.0175,0.473,0.2395,0.28,negative
1328,M,0.615,0.475,0.175,1.224,0.6035,0.261,0.311,negative
1329,I,0.62,0.485,0.18,1.154,0.4935,0.256,0.315,negative
1330,F,0.62,0.515,0.155,1.3255,0.6685,0.2605,0.335,negative
1331,M,0.62,0.515,0.175,1.221,0.535,0.241,0.395,negative
1332,F,0.62,0.48,0.18,1.2215,0.582,0.2695,0.313,negative
1333,I,0.62,0.47,0.14,0.8565,0.3595,0.16,0.295,negative
1334,I,0.62,0.45,0.135,0.924,0.358,0.2265,0.2965,negative
1335,M,0.62,0.48,0.15,1.266,0.6285,0.2575,0.309,negative
1336,M,0.625,0.49,0.165,1.1165,0.4895,0.2615,0.3325,negative
1337,M,0.625,0.475,0.16,1.0845,0.5005,0.2355,0.3105,negative
1338,M,0.625,0.5,0.17,1.0985,0.4645,0.22,0.354,negative
1339,I,0.625,0.47,0.155,1.1955,0.643,0.2055,0.3145,negative
1340,M,0.63,0.505,0.17,1.0915,0.4615,0.266,0.3,negative
1341,F,0.63,0.5,0.18,1.1965,0.514,0.2325,0.3995,negative
1342,M,0.63,0.485,0.165,1.233,0.6565,0.2315,0.3035,negative
1343,M,0.63,0.495,0.175,1.2695,0.605,0.271,0.328,negative
1344,M,0.635,0.5,0.17,1.4345,0.611,0.309,0.418,negative
1345,F,0.635,0.49,0.17,1.2615,0.5385,0.2665,0.38,negative
1346,F,0.64,0.505,0.165,1.2235,0.5215,0.2695,0.36,negative
1347,M,0.64,0.515,0.18,1.247,0.5475,0.2925,0.3685,negative
1348,M,0.64,0.525,0.185,1.707,0.763,0.4205,0.4435,negative
1349,M,0.645,0.5,0.175,1.286,0.5645,0.288,0.386,negative
1350,M,0.645,0.51,0.195,1.226,0.5885,0.2215,0.3745,negative
1351,F,0.645,0.51,0.16,1.2415,0.5815,0.276,0.315,negative
1352,M,0.645,0.5,0.175,1.3375,0.554,0.308,0.415,negative
1353,F,0.645,0.51,0.19,1.363,0.573,0.362,0.36,negative
1354,M,0.645,0.485,0.15,1.2215,0.5695,0.2735,0.33,negative
1355,F,0.645,0.48,0.19,1.371,0.6925,0.2905,0.35,negative
1356,F,0.65,0.495,0.155,1.337,0.615,0.3195,0.335,negative
1357,M,0.65,0.505,0.19,1.274,0.59,0.23,0.391,negative
1358,M,0.65,0.525,0.185,1.488,0.665,0.337,0.378,negative
1359,M,0.65,0.51,0.16,1.3835,0.6385,0.2905,0.3665,negative
1360,F,0.655,0.505,0.19,1.3485,0.5935,0.2745,0.425,negative
1361,M,0.66,0.5,0.165,1.3195,0.667,0.269,0.341,negative
1362,M,0.66,0.53,0.195,1.5505,0.6505,0.3295,0.495,negative
1363,M,0.66,0.51,0.165,1.6375,0.7685,0.3545,0.3925,negative
1364,M,0.665,0.525,0.175,1.443,0.6635,0.3845,0.353,negative
1365,M,0.665,0.505,0.16,1.289,0.6145,0.253,0.3665,negative
1366,F,0.665,0.505,0.16,1.2915,0.631,0.2925,0.32,negative
1367,M,0.665,0.52,0.175,1.3725,0.606,0.32,0.395,negative
1368,M,0.665,0.5,0.175,1.2975,0.6075,0.314,0.315,negative
1369,M,0.67,0.505,0.16,1.2585,0.6255,0.311,0.308,negative
1370,M,0.67,0.52,0.165,1.39,0.711,0.2865,0.3,negative
1371,F,0.67,0.52,0.19,1.32,0.5235,0.3095,0.4275,negative
1372,F,0.67,0.54,0.195,1.619,0.74,0.3305,0.465,negative
1373,F,0.675,0.51,0.195,1.382,0.6045,0.3175,0.3965,negative
1374,M,0.68,0.52,0.195,1.4535,0.592,0.391,0.4125,negative
1375,F,0.68,0.51,0.2,1.6075,0.714,0.339,0.4705,negative
1376,M,0.685,0.52,0.15,1.3735,0.7185,0.293,0.32,negative
1377,F,0.685,0.565,0.175,1.638,0.7775,0.375,0.438,negative
1378,M,0.7,0.565,0.175,1.8565,0.8445,0.3935,0.54,negative
1379,F,0.7,0.535,0.175,1.773,0.6805,0.48,0.512,negative
1380,F,0.705,0.545,0.17,1.58,0.6435,0.4565,0.265,negative
1381,M,0.71,0.575,0.215,2.009,0.9895,0.4475,0.502,negative
1382,F,0.71,0.57,0.195,1.9805,0.9925,0.4925,0.48,negative
1383,M,0.71,0.56,0.22,2.015,0.9215,0.454,0.566,negative
1384,M,0.72,0.57,0.2,1.8275,0.919,0.366,0.485,negative
1385,M,0.72,0.55,0.205,2.125,1.1455,0.4425,0.511,negative
1386,F,0.725,0.565,0.21,2.1425,1.03,0.487,0.503,negative
1387,M,0.735,0.59,0.215,1.747,0.7275,0.403,0.557,negative
1388,F,0.74,0.565,0.205,2.119,0.9655,0.5185,0.482,negative
1389,F,0.75,0.565,0.215,1.938,0.7735,0.4825,0.575,negative
1390,M,0.75,0.595,0.205,2.2205,1.083,0.421,0.63,negative
1391,M,0.77,0.62,0.195,2.5155,1.1155,0.6415,0.642,negative
1392,M,0.775,0.63,0.25,2.7795,1.3485,0.76,0.578,negative
1393,I,0.275,0.175,0.09,0.2315,0.096,0.057,0.0705,negative
1394,I,0.375,0.245,0.1,0.394,0.166,0.091,0.1125,negative
1395,I,0.435,0.3,0.12,0.5965,0.259,0.139,0.1645,negative
1396,M,0.445,0.32,0.12,0.414,0.199,0.09,0.117,negative
1397,I,0.455,0.335,0.105,0.422,0.229,0.0865,0.1,negative
1398,I,0.455,0.325,0.135,0.82,0.4005,0.1715,0.211,negative
1399,I,0.455,0.345,0.11,0.434,0.207,0.0855,0.1215,negative
1400,I,0.465,0.325,0.14,0.7615,0.362,0.1535,0.209,negative
1401,M,0.465,0.36,0.115,0.5795,0.295,0.1395,0.12,negative
1402,I,0.485,0.365,0.105,0.5205,0.195,0.123,0.182,negative
1403,M,0.485,0.37,0.155,0.968,0.419,0.2455,0.2365,negative
1404,I,0.485,0.345,0.16,0.869,0.3085,0.185,0.319,negative
1405,M,0.5,0.37,0.15,1.0615,0.494,0.223,0.296,negative
1406,M,0.515,0.35,0.155,0.9225,0.4185,0.198,0.273,negative
1407,M,0.515,0.395,0.135,1.007,0.472,0.2495,0.252,negative
1408,M,0.525,0.365,0.17,0.9605,0.438,0.2225,0.276,negative
1409,F,0.535,0.425,0.135,0.771,0.3765,0.1815,0.1795,negative
1410,I,0.535,0.385,0.18,1.0835,0.4955,0.2295,0.304,negative
1411,I,0.545,0.42,0.165,0.8935,0.4235,0.2195,0.228,negative
1412,F,0.545,0.415,0.2,1.358,0.567,0.318,0.403,negative
1413,F,0.545,0.385,0.15,1.1185,0.5425,0.2445,0.2845,negative
1414,F,0.55,0.38,0.165,1.205,0.543,0.294,0.3345,negative
1415,M,0.55,0.42,0.16,1.3405,0.6325,0.311,0.344,negative
1416,M,0.57,0.455,0.175,1.02,0.4805,0.2145,0.29,negative
1417,M,0.575,0.44,0.185,1.025,0.5075,0.2245,0.2485,negative
1418,I,0.575,0.45,0.13,0.8145,0.403,0.1715,0.213,negative
1419,M,0.585,0.455,0.145,0.953,0.3945,0.2685,0.258,negative
1420,I,0.585,0.45,0.15,0.8915,0.3975,0.2035,0.253,negative
1421,M,0.6,0.465,0.165,1.038,0.4975,0.2205,0.251,negative
1422,M,0.605,0.475,0.175,1.2525,0.5575,0.3055,0.343,negative
1423,M,0.605,0.475,0.15,1.15,0.575,0.232,0.297,negative
1424,F,0.61,0.475,0.15,1.1135,0.5195,0.2575,0.3005,negative
1425,F,0.615,0.455,0.145,1.1155,0.5045,0.238,0.315,negative
1426,M,0.62,0.47,0.145,1.0865,0.511,0.2715,0.2565,negative
1427,M,0.625,0.495,0.175,1.254,0.5815,0.286,0.3185,negative
1428,F,0.635,0.475,0.15,1.1845,0.533,0.307,0.291,negative
1429,F,0.64,0.475,0.14,1.0725,0.4895,0.2295,0.31,negative
1430,M,0.645,0.5,0.16,1.3815,0.672,0.326,0.315,negative
1431,M,0.65,0.525,0.19,1.6125,0.777,0.3685,0.3965,negative
1432,M,0.65,0.485,0.16,1.7395,0.5715,0.2785,0.3075,negative
1433,F,0.655,0.52,0.2,1.5475,0.713,0.314,0.466,negative
1434,M,0.655,0.545,0.19,1.4245,0.6325,0.333,0.378,negative
1435,F,0.665,0.515,0.185,1.3405,0.5595,0.293,0.4375,negative
1436,F,0.675,0.53,0.175,1.4465,0.6775,0.33,0.389,negative
1437,F,0.685,0.535,0.175,1.5845,0.7175,0.3775,0.4215,negative
1438,F,0.695,0.55,0.185,1.679,0.805,0.4015,0.3965,negative
1439,M,0.695,0.53,0.19,1.726,0.7625,0.436,0.455,negative
1440,F,0.705,0.545,0.18,1.5395,0.6075,0.3675,0.4645,negative
1441,F,0.72,0.55,0.195,2.073,1.0715,0.4265,0.5015,negative
1442,M,0.73,0.575,0.21,2.069,0.9285,0.409,0.643,negative
1443,I,0.185,0.135,0.04,0.027,0.0105,0.0055,0.009,negative
1444,I,0.24,0.18,0.055,0.0555,0.0235,0.013,0.018,negative
1445,I,0.31,0.215,0.075,0.1275,0.0565,0.0275,0.036,negative
1446,I,0.34,0.26,0.085,0.1885,0.0815,0.0335,0.06,negative
1447,I,0.365,0.27,0.085,0.197,0.0815,0.0325,0.065,negative
1448,I,0.365,0.275,0.085,0.223,0.098,0.0375,0.075,negative
1449,I,0.39,0.31,0.105,0.2665,0.1185,0.0525,0.081,negative
1450,I,0.405,0.3,0.09,0.269,0.103,0.067,0.11,negative
1451,I,0.41,0.315,0.095,0.2805,0.114,0.0345,0.11,negative
1452,I,0.415,0.31,0.09,0.2815,0.1245,0.0615,0.085,negative
1453,I,0.415,0.31,0.1,0.2805,0.114,0.0565,0.0975,negative
1454,I,0.415,0.31,0.095,0.311,0.1125,0.0625,0.115,negative
1455,I,0.42,0.325,0.1,0.368,0.1675,0.0625,0.1135,negative
1456,I,0.43,0.34,0.1,0.3405,0.1395,0.0665,0.12,negative
1457,I,0.435,0.335,0.1,0.3245,0.135,0.0785,0.098,negative
1458,I,0.435,0.345,0.12,0.3215,0.13,0.056,0.1185,negative
1459,I,0.47,0.375,0.12,0.487,0.196,0.099,0.135,negative
1460,I,0.475,0.34,0.105,0.4535,0.203,0.08,0.1465,negative
1461,I,0.485,0.385,0.13,0.568,0.2505,0.178,0.154,negative
1462,I,0.485,0.36,0.12,0.5155,0.2465,0.1025,0.147,negative
1463,I,0.485,0.37,0.115,0.457,0.1885,0.0965,0.15,negative
1464,I,0.495,0.38,0.135,0.5095,0.2065,0.1165,0.165,negative
1465,I,0.495,0.375,0.14,0.494,0.181,0.0975,0.191,negative
1466,I,0.5,0.38,0.11,0.5605,0.28,0.106,0.15,negative
1467,I,0.505,0.405,0.13,0.599,0.2245,0.1175,0.225,negative
1468,I,0.505,0.4,0.145,0.7045,0.334,0.1425,0.207,negative
1469,F,0.51,0.4,0.12,0.7005,0.347,0.1105,0.195,negative
1470,I,0.515,0.42,0.15,0.6725,0.2555,0.1335,0.235,negative
1471,I,0.52,0.41,0.11,0.5185,0.2165,0.0915,0.184,negative
1472,I,0.52,0.415,0.14,0.6375,0.308,0.1335,0.168,negative
1473,I,0.52,0.395,0.125,0.5805,0.2445,0.146,0.165,negative
1474,I,0.52,0.38,0.115,0.6645,0.3285,0.17,0.1425,negative
1475,I,0.52,0.385,0.115,0.581,0.2555,0.156,0.143,negative
1476,I,0.525,0.415,0.12,0.596,0.2805,0.12,0.1695,negative
1477,I,0.525,0.405,0.145,0.6965,0.3045,0.1535,0.21,negative
1478,I,0.525,0.4,0.145,0.6095,0.248,0.159,0.175,negative
1479,I,0.53,0.43,0.14,0.677,0.298,0.0965,0.23,negative
1480,I,0.53,0.395,0.13,0.575,0.247,0.115,0.183,negative
1481,I,0.535,0.455,0.14,1.0015,0.53,0.1765,0.244,negative
1482,I,0.54,0.395,0.135,0.6555,0.2705,0.155,0.192,negative
1483,I,0.54,0.39,0.125,0.6255,0.2525,0.158,0.19,negative
1484,I,0.545,0.425,0.14,0.8145,0.305,0.231,0.244,negative
1485,I,0.55,0.435,0.14,0.7995,0.295,0.1905,0.238,negative
1486,M,0.555,0.435,0.14,0.7495,0.341,0.1645,0.214,negative
1487,M,0.555,0.41,0.125,0.599,0.2345,0.1465,0.194,negative
1488,M,0.555,0.4,0.13,0.7075,0.332,0.1585,0.18,negative
1489,I,0.555,0.45,0.175,0.738,0.304,0.1755,0.22,negative
1490,M,0.555,0.455,0.135,0.837,0.382,0.171,0.235,negative
1491,I,0.56,0.445,0.165,0.832,0.3455,0.179,0.279,negative
1492,F,0.565,0.445,0.125,0.8305,0.3135,0.1785,0.23,negative
1493,M,0.565,0.415,0.125,0.667,0.302,0.1545,0.185,negative
1494,M,0.565,0.455,0.155,0.9355,0.421,0.183,0.26,negative
1495,I,0.565,0.435,0.145,0.8445,0.3975,0.158,0.255,negative
1496,M,0.565,0.45,0.16,0.895,0.415,0.195,0.246,negative
1497,I,0.565,0.46,0.155,0.8715,0.3755,0.215,0.25,negative
1498,M,0.57,0.455,0.155,0.832,0.3585,0.174,0.277,negative
1499,M,0.57,0.44,0.175,0.9415,0.3805,0.2285,0.283,negative
1500,M,0.57,0.415,0.13,0.88,0.4275,0.1955,0.238,negative
1501,F,0.57,0.44,0.12,0.803,0.382,0.1525,0.234,negative
1502,M,0.575,0.45,0.13,0.785,0.318,0.193,0.2265,negative
1503,M,0.575,0.45,0.155,0.9765,0.495,0.2145,0.235,negative
1504,M,0.575,0.455,0.155,1.013,0.4685,0.2085,0.295,negative
1505,M,0.575,0.445,0.145,0.876,0.3795,0.1615,0.27,negative
1506,F,0.575,0.465,0.175,1.099,0.4735,0.202,0.35,negative
1507,I,0.575,0.45,0.135,0.8715,0.45,0.162,0.225,negative
1508,I,0.575,0.45,0.135,0.8245,0.3375,0.2115,0.239,negative
1509,F,0.575,0.43,0.155,0.7955,0.3485,0.1925,0.22,negative
1510,M,0.575,0.475,0.145,0.857,0.3665,0.173,0.269,negative
1511,F,0.58,0.45,0.195,0.8265,0.4035,0.173,0.225,negative
1512,F,0.58,0.5,0.165,0.925,0.37,0.185,0.3005,negative
1513,M,0.58,0.44,0.15,1.0465,0.518,0.2185,0.2795,negative
1514,I,0.58,0.44,0.145,0.7905,0.3525,0.1645,0.242,negative
1515,M,0.58,0.44,0.16,0.8295,0.3365,0.2005,0.2485,negative
1516,M,0.6,0.46,0.17,1.1805,0.456,0.337,0.329,negative
1517,M,0.6,0.475,0.15,0.99,0.386,0.2195,0.3105,negative
1518,F,0.6,0.465,0.16,1.133,0.466,0.2885,0.298,negative
1519,F,0.605,0.455,0.145,0.862,0.334,0.1985,0.3,negative
1520,F,0.61,0.46,0.155,0.957,0.4255,0.1975,0.265,negative
1521,F,0.61,0.47,0.165,1.1785,0.566,0.2785,0.294,negative
1522,M,0.615,0.47,0.145,1.0285,0.4435,0.2825,0.285,negative
1523,M,0.615,0.47,0.15,1.0875,0.4975,0.283,0.2685,negative
1524,F,0.615,0.495,0.16,1.255,0.5815,0.3195,0.3225,negative
1525,M,0.615,0.495,0.2,1.219,0.564,0.227,0.3885,negative
1526,M,0.62,0.49,0.16,1.035,0.44,0.2525,0.285,negative
1527,M,0.62,0.495,0.195,1.5145,0.579,0.346,0.5195,negative
1528,M,0.625,0.495,0.155,1.0485,0.487,0.212,0.3215,negative
1529,M,0.625,0.515,0.17,1.331,0.5725,0.3005,0.361,negative
1530,M,0.625,0.505,0.185,1.1565,0.52,0.2405,0.3535,negative
1531,F,0.625,0.445,0.16,1.09,0.46,0.2965,0.304,negative
1532,F,0.625,0.52,0.18,1.354,0.4845,0.351,0.375,negative
1533,F,0.625,0.47,0.145,0.984,0.475,0.2,0.265,negative
1534,M,0.63,0.49,0.155,1.2525,0.63,0.246,0.289,negative
1535,F,0.635,0.485,0.165,1.2695,0.5635,0.3065,0.3395,negative
1536,F,0.635,0.505,0.155,1.2895,0.594,0.314,0.345,negative
1537,M,0.635,0.525,0.16,1.195,0.5435,0.246,0.335,negative
1538,M,0.635,0.5,0.165,1.273,0.6535,0.213,0.365,negative
1539,M,0.635,0.515,0.165,1.229,0.5055,0.2975,0.3535,negative
1540,F,0.64,0.515,0.165,1.3115,0.4945,0.2555,0.41,negative
1541,I,0.64,0.49,0.135,1.1,0.488,0.2505,0.2925,negative
1542,M,0.64,0.49,0.155,1.1285,0.477,0.269,0.34,negative
1543,F,0.645,0.51,0.18,1.6195,0.7815,0.322,0.4675,negative
1544,M,0.645,0.49,0.175,1.32,0.6525,0.2375,0.3385,negative
1545,I,0.65,0.52,0.15,1.238,0.5495,0.296,0.3305,negative
1546,F,0.65,0.51,0.185,1.375,0.531,0.384,0.3985,negative
1547,F,0.655,0.515,0.18,1.412,0.6195,0.2485,0.497,negative
1548,F,0.655,0.525,0.175,1.348,0.5855,0.2605,0.394,negative
1549,M,0.66,0.51,0.175,1.218,0.5055,0.303,0.37,negative
1550,M,0.665,0.515,0.2,1.2695,0.5115,0.2675,0.436,negative
1551,M,0.665,0.525,0.18,1.429,0.6715,0.29,0.4,negative
1552,F,0.67,0.53,0.205,1.4015,0.643,0.2465,0.416,negative
1553,M,0.675,0.515,0.15,1.312,0.556,0.2845,0.4115,negative
1554,F,0.675,0.51,0.185,1.473,0.6295,0.3025,0.4245,negative
1555,M,0.68,0.54,0.19,1.623,0.7165,0.354,0.4715,negative
1556,M,0.685,0.535,0.155,1.3845,0.6615,0.2145,0.4075,negative
1557,M,0.69,0.55,0.18,1.6915,0.6655,0.402,0.5,negative
1558,M,0.695,0.545,0.185,1.5715,0.6645,0.3835,0.4505,negative
1559,M,0.7,0.55,0.195,1.6245,0.675,0.347,0.535,negative
1560,F,0.72,0.575,0.18,1.6705,0.732,0.3605,0.501,negative
1561,M,0.72,0.565,0.19,2.081,1.0815,0.4305,0.503,negative
1562,F,0.725,0.57,0.205,1.6195,0.744,0.315,0.488,negative
1563,F,0.75,0.55,0.195,1.8325,0.83,0.366,0.44,negative
1564,M,0.76,0.605,0.215,2.173,0.801,0.4915,0.646,negative
1565,I,0.135,0.13,0.04,0.029,0.0125,0.0065,0.008,negative
1566,I,0.16,0.11,0.025,0.0195,0.0075,0.005,0.006,negative
1567,I,0.28,0.21,0.075,0.1195,0.053,0.0265,0.03,negative
1568,I,0.28,0.2,0.065,0.0895,0.036,0.0185,0.03,negative
1569,I,0.285,0.215,0.06,0.0935,0.031,0.023,0.03,negative
1570,I,0.29,0.21,0.07,0.1115,0.048,0.0205,0.03,negative
1571,I,0.29,0.21,0.06,0.1195,0.056,0.0235,0.03,negative
1572,I,0.29,0.21,0.065,0.097,0.0375,0.022,0.03,negative
1573,I,0.32,0.24,0.07,0.133,0.0585,0.0255,0.041,negative
1574,I,0.325,0.25,0.07,0.1745,0.0875,0.0355,0.04,negative
1575,I,0.335,0.25,0.08,0.1695,0.0695,0.044,0.0495,negative
1576,I,0.35,0.25,0.07,0.1605,0.0715,0.0335,0.046,negative
1577,I,0.36,0.27,0.085,0.2185,0.1065,0.038,0.062,negative
1578,I,0.36,0.27,0.085,0.196,0.0905,0.034,0.053,negative
1579,I,0.375,0.28,0.08,0.226,0.105,0.047,0.065,negative
1580,I,0.375,0.275,0.085,0.22,0.109,0.05,0.0605,negative
1581,I,0.395,0.29,0.095,0.3,0.158,0.068,0.078,negative
1582,I,0.405,0.25,0.09,0.2875,0.128,0.063,0.0805,negative
1583,I,0.415,0.325,0.11,0.316,0.1385,0.0795,0.0925,negative
1584,I,0.435,0.325,0.12,0.346,0.159,0.084,0.095,negative
1585,M,0.45,0.33,0.105,0.4955,0.2575,0.082,0.129,negative
1586,I,0.46,0.35,0.11,0.4675,0.2125,0.099,0.1375,negative
1587,I,0.47,0.375,0.105,0.441,0.167,0.0865,0.145,negative
1588,I,0.475,0.365,0.12,0.5185,0.268,0.1095,0.1365,negative
1589,M,0.505,0.39,0.12,0.653,0.3315,0.1385,0.167,negative
1590,M,0.505,0.395,0.135,0.5915,0.288,0.1315,0.185,negative
1591,I,0.51,0.455,0.135,0.6855,0.2875,0.154,0.2035,negative
1592,M,0.515,0.4,0.14,0.6335,0.288,0.145,0.168,negative
1593,M,0.525,0.41,0.13,0.6875,0.3435,0.1495,0.1765,negative
1594,F,0.53,0.43,0.15,0.741,0.325,0.1855,0.196,negative
1595,F,0.53,0.405,0.13,0.6355,0.2635,0.1565,0.185,negative
1596,M,0.545,0.44,0.14,0.8395,0.356,0.1905,0.2385,negative
1597,F,0.56,0.41,0.16,0.8215,0.342,0.184,0.253,negative
1598,M,0.565,0.445,0.145,0.9255,0.4345,0.212,0.2475,negative
1599,F,0.57,0.435,0.15,0.8295,0.3875,0.156,0.245,negative
1600,M,0.58,0.46,0.16,1.063,0.513,0.2705,0.2625,negative
1601,F,0.6,0.45,0.14,0.837,0.37,0.177,0.2425,negative
1602,M,0.61,0.49,0.16,1.112,0.465,0.228,0.341,negative
1603,F,0.625,0.515,0.18,1.3485,0.5255,0.252,0.3925,negative
1604,I,0.255,0.19,0.06,0.086,0.04,0.0185,0.025,negative
1605,I,0.28,0.215,0.08,0.132,0.072,0.022,0.033,negative
1606,I,0.285,0.215,0.07,0.1075,0.051,0.0225,0.027,negative
1607,I,0.32,0.255,0.085,0.1745,0.072,0.033,0.057,negative
1608,I,0.325,0.24,0.07,0.152,0.0565,0.0305,0.054,negative
1609,I,0.385,0.28,0.1,0.2755,0.1305,0.061,0.0725,negative
1610,I,0.395,0.295,0.1,0.293,0.14,0.062,0.082,negative
1611,F,0.4,0.305,0.16,0.368,0.173,0.0705,0.105,negative
1612,I,0.405,0.31,0.09,0.312,0.138,0.06,0.087,negative
1613,I,0.415,0.305,0.12,0.336,0.165,0.076,0.0805,negative
1614,I,0.42,0.315,0.115,0.355,0.1895,0.065,0.087,negative
1615,I,0.44,0.305,0.115,0.379,0.162,0.091,0.11,negative
1616,I,0.445,0.32,0.12,0.378,0.152,0.0825,0.12,negative
1617,M,0.45,0.35,0.13,0.4655,0.2075,0.1045,0.135,negative
1618,M,0.46,0.345,0.12,0.4935,0.2435,0.1175,0.132,negative
1619,M,0.46,0.345,0.11,0.4595,0.235,0.0885,0.116,negative
1620,M,0.465,0.36,0.11,0.4955,0.2665,0.085,0.121,negative
1621,I,0.465,0.355,0.09,0.4325,0.2005,0.074,0.1275,negative
1622,F,0.475,0.38,0.14,0.689,0.3165,0.1315,0.1955,negative
1623,I,0.48,0.35,0.135,0.5465,0.2735,0.0995,0.158,negative
1624,M,0.5,0.39,0.135,0.7815,0.361,0.1575,0.2385,negative
1625,F,0.5,0.38,0.14,0.6355,0.277,0.143,0.1785,negative
1626,M,0.525,0.385,0.1,0.5115,0.246,0.1005,0.1455,negative
1627,M,0.535,0.42,0.125,0.738,0.355,0.1895,0.1795,negative
1628,F,0.535,0.42,0.13,0.699,0.3125,0.1565,0.2035,negative
1629,F,0.54,0.385,0.14,0.7655,0.3265,0.116,0.2365,negative
1630,F,0.54,0.42,0.13,0.7505,0.368,0.1675,0.1845,negative
1631,F,0.545,0.43,0.16,0.844,0.3945,0.1855,0.231,negative
1632,M,0.55,0.41,0.13,0.8705,0.4455,0.2115,0.213,negative
1633,I,0.55,0.42,0.115,0.668,0.2925,0.137,0.209,negative
1634,F,0.565,0.44,0.135,0.83,0.393,0.1735,0.238,negative
1635,M,0.58,0.45,0.12,0.8685,0.418,0.1475,0.2605,negative
1636,F,0.58,0.435,0.15,0.839,0.3485,0.207,0.192,negative
1637,F,0.585,0.485,0.15,1.079,0.4145,0.2115,0.356,negative
