,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,result
281,1,0.34,0.26,0.08,0.2,0.08,0.0555,0.055,0
2954,0,0.665,0.54,0.195,1.764,0.8505,0.3615,0.47,0
3068,0,0.53,0.41,0.145,0.8255,0.375,0.204,0.245,0
1946,2,0.54,0.415,0.13,0.8245,0.272,0.226,0.24,0
1011,1,0.475,0.36,0.11,0.492,0.211,0.11,0.15,0
1625,0,0.5,0.38,0.14,0.6355,0.277,0.143,0.1785,0
2133,0,0.65,0.49,0.155,1.122,0.545,0.228,0.3055,0
136,1,0.36,0.26,0.09,0.1785,0.0645,0.037,0.075,0
3368,0,0.435,0.395,0.105,0.3635,0.136,0.098,0.13,0
1628,0,0.535,0.42,0.13,0.699,0.3125,0.1565,0.2035,0
2145,0,0.74,0.575,0.22,2.012,0.8915,0.5265,0.471,0
2001,0,0.695,0.53,0.2,2.0475,0.75,0.4195,0.6095,0
2109,2,0.59,0.47,0.15,0.861,0.413,0.164,0.249,0
569,2,0.315,0.25,0.09,0.203,0.0615,0.037,0.0795,0
575,2,0.35,0.255,0.08,0.1915,0.08,0.0385,0.063,0
2566,2,0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,0
231,2,0.53,0.435,0.155,0.699,0.288,0.1595,0.205,0
2766,0,0.625,0.495,0.16,1.1115,0.4495,0.2825,0.345,0
3455,0,0.585,0.435,0.175,0.982,0.4055,0.2495,0.27,0
2710,2,0.575,0.435,0.13,1.0105,0.368,0.222,0.32,0
4112,0,0.565,0.45,0.165,0.9765,0.322,0.244,0.37,0
3461,2,0.345,0.27,0.09,0.195,0.078,0.0455,0.059,0
3717,2,0.72,0.56,0.18,1.5865,0.691,0.375,0.4425,0
1239,1,0.475,0.36,0.145,0.6325,0.2825,0.137,0.19,0
2564,2,0.5,0.4,0.145,0.6025,0.216,0.138,0.21,0
452,2,0.28,0.21,0.08,0.1085,0.041,0.0265,0.0345,0
3594,1,0.425,0.325,0.11,0.3335,0.173,0.045,0.1,0
602,0,0.66,0.52,0.2,1.676,0.673,0.4805,0.45,0
2550,1,0.295,0.215,0.075,0.116,0.037,0.0295,0.04,0
2574,2,0.485,0.41,0.15,0.696,0.2405,0.1625,0.265,0
1614,1,0.42,0.315,0.115,0.355,0.1895,0.065,0.087,0
3810,2,0.37,0.28,0.095,0.2225,0.0805,0.051,0.075,0
3060,0,0.71,0.555,0.17,1.47,0.5375,0.38,0.431,0
525,2,0.255,0.18,0.065,0.079,0.034,0.014,0.025,0
1510,2,0.575,0.475,0.145,0.857,0.3665,0.173,0.269,0
2031,1,0.505,0.385,0.12,0.6005,0.239,0.142,0.185,0
3563,0,0.575,0.46,0.145,0.9945,0.466,0.229,0.265,0
3356,0,0.565,0.44,0.16,0.915,0.354,0.1935,0.32,0
2939,2,0.62,0.5,0.18,1.3915,0.726,0.2795,0.332,0
1152,2,0.52,0.4,0.125,0.559,0.254,0.139,0.149,0
1132,1,0.405,0.29,0.09,0.2825,0.112,0.075,0.0815,0
2659,0,0.45,0.35,0.125,0.4435,0.185,0.09,0.145,0
3776,0,0.665,0.525,0.21,1.644,0.818,0.3395,0.4275,0
2475,0,0.525,0.4,0.13,0.6995,0.3115,0.131,0.223,0
1163,0,0.58,0.435,0.14,0.953,0.475,0.2165,0.2095,0
1631,0,0.545,0.43,0.16,0.844,0.3945,0.1855,0.231,0
3257,2,0.545,0.45,0.15,0.7805,0.3795,0.1625,0.216,0
2891,0,0.64,0.5,0.17,1.2645,0.565,0.3375,0.315,0
3703,2,0.675,0.525,0.16,1.2835,0.572,0.2755,0.3545,0
501,0,0.525,0.405,0.16,0.658,0.2655,0.1125,0.225,0
414,2,0.2,0.14,0.055,0.035,0.0145,0.008,0.01,0
161,1,0.4,0.3,0.11,0.315,0.109,0.067,0.12,0
571,2,0.36,0.295,0.13,0.2765,0.0895,0.057,0.1005,0
393,0,0.625,0.5,0.15,0.953,0.3445,0.2235,0.305,0
247,2,0.36,0.27,0.1,0.217,0.0885,0.0495,0.0715,0
458,1,0.61,0.475,0.15,0.9665,0.4145,0.2,0.345,0
1801,1,0.42,0.33,0.1,0.352,0.1635,0.089,0.1,0
1390,2,0.75,0.595,0.205,2.2205,1.083,0.421,0.63,0
3866,1,0.31,0.24,0.105,0.2885,0.118,0.065,0.083,0
4019,2,0.515,0.4,0.125,0.955,0.341,0.2535,0.26,0
3422,1,0.26,0.2,0.07,0.092,0.037,0.02,0.03,0
89,2,0.405,0.305,0.085,0.2605,0.1145,0.0595,0.085,0
2968,1,0.47,0.355,0.12,0.4915,0.1765,0.1125,0.1325,0
358,2,0.605,0.5,0.175,1.098,0.4765,0.232,0.375,0
776,2,0.5,0.39,0.135,0.6595,0.3145,0.1535,0.1565,0
1784,2,0.585,0.43,0.16,0.955,0.3625,0.176,0.27,0
3028,2,0.675,0.54,0.175,1.5545,0.6645,0.278,0.512,0
2657,1,0.45,0.36,0.125,0.45,0.191,0.0865,0.145,0
617,0,0.54,0.44,0.135,0.959,0.2385,0.221,0.3,0
2364,2,0.535,0.405,0.175,1.2705,0.548,0.3265,0.337,0
1379,0,0.7,0.535,0.175,1.773,0.6805,0.48,0.512,0
3437,0,0.7,0.585,0.185,1.8075,0.7055,0.3215,0.475,0
587,2,0.505,0.4,0.125,0.77,0.2735,0.159,0.255,0
1177,2,0.625,0.47,0.18,1.136,0.451,0.3245,0.305,0
2267,2,0.665,0.515,0.19,1.6385,0.831,0.3575,0.371,0
1036,1,0.545,0.435,0.135,0.7715,0.372,0.148,0.227,0
229,2,0.485,0.395,0.14,0.6295,0.2285,0.127,0.225,0
1523,2,0.615,0.47,0.15,1.0875,0.4975,0.283,0.2685,0
753,1,0.44,0.345,0.13,0.4495,0.209,0.0835,0.134,0
2486,0,0.685,0.53,0.17,1.5105,0.7385,0.3525,0.3725,0
2697,1,0.255,0.19,0.07,0.0815,0.028,0.016,0.031,0
2846,1,0.575,0.44,0.125,0.8515,0.4555,0.1715,0.1965,0
1767,0,0.435,0.32,0.12,0.3785,0.152,0.0915,0.125,0
757,1,0.45,0.345,0.11,0.47,0.2355,0.0855,0.1135,0
3990,0,0.545,0.405,0.175,0.98,0.2585,0.207,0.38,0
61,2,0.58,0.45,0.14,1.013,0.38,0.216,0.36,0
2728,2,0.56,0.45,0.14,0.9,0.472,0.182,0.218,0
1664,1,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009,0
2955,0,0.67,0.51,0.155,1.278,0.5605,0.3045,0.358,0
2417,0,0.6,0.45,0.14,0.869,0.3425,0.195,0.291,0
1322,2,0.61,0.47,0.16,1.022,0.449,0.2345,0.2945,0
2188,1,0.55,0.42,0.155,0.912,0.495,0.1805,0.205,0
932,2,0.625,0.48,0.185,1.2065,0.587,0.29,0.286,0
3196,2,0.585,0.465,0.15,0.98,0.4315,0.2545,0.247,0
3713,0,0.58,0.43,0.17,1.48,0.6535,0.324,0.4155,0
3022,0,0.645,0.51,0.155,1.129,0.5015,0.24,0.342,0
1630,0,0.54,0.42,0.13,0.7505,0.368,0.1675,0.1845,0
55,2,0.595,0.475,0.14,0.944,0.3625,0.189,0.315,0
1040,0,0.55,0.405,0.125,0.651,0.2965,0.137,0.2,0
1426,2,0.62,0.47,0.145,1.0865,0.511,0.2715,0.2565,0
3002,1,0.535,0.45,0.135,0.728,0.2845,0.1845,0.265,0
1686,2,0.47,0.37,0.105,0.4665,0.2025,0.1015,0.155,0
418,0,0.57,0.45,0.16,0.9715,0.3965,0.255,0.26,0
2835,1,0.525,0.39,0.105,0.567,0.2875,0.1075,0.16,0
4117,0,0.67,0.545,0.16,1.5415,0.5985,0.2565,0.495,0
687,0,0.495,0.41,0.125,0.7555,0.3355,0.129,0.214,0
2488,2,0.46,0.35,0.125,0.5165,0.1885,0.1145,0.185,0
3791,2,0.47,0.375,0.115,0.4265,0.1685,0.0755,0.15,0
2363,1,0.535,0.4,0.135,0.775,0.368,0.208,0.2055,0
2964,2,0.78,0.6,0.21,2.548,1.1945,0.5745,0.6745,0
2183,0,0.525,0.415,0.15,0.7055,0.329,0.147,0.199,0
2067,0,0.69,0.545,0.205,1.933,0.7855,0.429,0.498,0
109,2,0.56,0.455,0.155,0.797,0.34,0.19,0.2425,0
3835,0,0.66,0.525,0.205,1.3665,0.5005,0.291,0.41,0
3980,1,0.44,0.34,0.12,0.4995,0.2965,0.0945,0.1185,0
3173,2,0.485,0.39,0.12,0.599,0.251,0.1345,0.169,0
3738,2,0.605,0.47,0.18,1.1155,0.479,0.2565,0.321,0
147,0,0.585,0.46,0.17,0.9325,0.365,0.271,0.29,0
3857,2,0.5,0.39,0.13,0.709,0.275,0.168,0.18,0
1135,2,0.415,0.315,0.115,0.3895,0.2015,0.065,0.103,0
1353,0,0.645,0.51,0.19,1.363,0.573,0.362,0.36,0
3913,0,0.575,0.435,0.155,0.8975,0.4115,0.2325,0.23,0
792,0,0.55,0.43,0.14,0.8105,0.368,0.161,0.275,0
1876,1,0.535,0.41,0.155,0.6315,0.2745,0.1415,0.1815,0
2178,1,0.51,0.385,0.145,0.7665,0.3985,0.14,0.1805,0
3588,1,0.345,0.255,0.085,0.2005,0.105,0.037,0.05,0
4129,2,0.375,0.28,0.095,0.2225,0.0875,0.043,0.08,0
1133,1,0.405,0.3,0.105,0.304,0.1455,0.061,0.0805,0
2694,0,0.475,0.375,0.125,0.588,0.237,0.1715,0.155,0
847,0,0.715,0.525,0.185,1.56,0.6655,0.383,0.405,0
3600,2,0.5,0.42,0.135,0.6765,0.302,0.1415,0.2065,0
2641,2,0.35,0.26,0.09,0.195,0.0745,0.041,0.0655,0
3145,0,0.54,0.44,0.16,1.0905,0.391,0.2295,0.355,0
2225,0,0.705,0.54,0.205,1.757,0.8265,0.417,0.461,0
3392,0,0.64,0.525,0.215,1.779,0.4535,0.2855,0.55,0
4039,2,0.6,0.475,0.16,1.164,0.5045,0.2635,0.335,0
1492,0,0.565,0.445,0.125,0.8305,0.3135,0.1785,0.23,0
624,1,0.485,0.375,0.14,0.521,0.2,0.123,0.17,0
349,2,0.39,0.3,0.09,0.3055,0.143,0.0645,0.085,0
1747,0,0.515,0.415,0.13,0.764,0.276,0.196,0.25,0
875,1,0.45,0.33,0.11,0.3685,0.16,0.0885,0.102,0
3746,2,0.64,0.53,0.165,1.1895,0.4765,0.3,0.35,0
672,1,0.395,0.29,0.095,0.304,0.127,0.084,0.077,0
3890,1,0.29,0.21,0.06,0.1045,0.0415,0.022,0.035,0
3090,0,0.5,0.39,0.13,0.6355,0.2505,0.1635,0.195,0
1654,0,0.49,0.385,0.125,0.5395,0.2175,0.128,0.165,0
2314,2,0.595,0.46,0.17,1.1295,0.57,0.2555,0.265,0
1960,2,0.46,0.36,0.135,0.6105,0.1955,0.107,0.235,0
3195,0,0.555,0.43,0.14,0.7545,0.3525,0.1835,0.2015,0
2764,2,0.615,0.505,0.19,1.403,0.6715,0.2925,0.365,0
1786,0,0.72,0.575,0.215,2.226,0.8955,0.405,0.62,0
1732,1,0.37,0.28,0.09,0.233,0.0905,0.0545,0.07,0
1063,1,0.585,0.475,0.16,1.0505,0.48,0.234,0.285,0
239,1,0.295,0.215,0.085,0.128,0.049,0.034,0.04,0
695,2,0.59,0.46,0.13,1.102,0.455,0.2055,0.33,0
3491,2,0.54,0.405,0.125,0.891,0.4815,0.1915,0.202,0
1496,2,0.565,0.45,0.16,0.895,0.415,0.195,0.246,0
1397,1,0.455,0.335,0.105,0.422,0.229,0.0865,0.1,0
2349,2,0.68,0.515,0.16,1.2345,0.618,0.2625,0.325,0
1170,0,0.605,0.485,0.165,0.9515,0.4535,0.193,0.2765,0
2856,2,0.6,0.47,0.15,0.928,0.4225,0.183,0.275,0
1522,2,0.615,0.47,0.145,1.0285,0.4435,0.2825,0.285,0
636,1,0.215,0.155,0.06,0.0525,0.021,0.0165,0.015,0
3051,2,0.57,0.45,0.14,0.9275,0.477,0.1605,0.2515,0
2772,2,0.72,0.565,0.2,1.787,0.718,0.385,0.529,0
3397,0,0.635,0.535,0.19,1.242,0.576,0.2475,0.39,0
2403,2,0.56,0.45,0.145,0.894,0.3885,0.2095,0.264,0
1806,0,0.38,0.3,0.09,0.3215,0.1545,0.075,0.095,0
4051,1,0.455,0.435,0.11,0.4265,0.195,0.09,0.1205,0
2781,1,0.47,0.355,0.145,0.4485,0.156,0.102,0.123,0
3425,0,0.575,0.45,0.17,1.0475,0.3775,0.1705,0.385,0
92,0,0.515,0.425,0.14,0.766,0.304,0.1725,0.255,0
2513,0,0.545,0.41,0.115,0.6765,0.29,0.158,0.22,0
1682,2,0.68,0.53,0.205,1.496,0.5825,0.337,0.465,0
3064,2,0.335,0.26,0.075,0.22,0.0855,0.04,0.085,0
3016,2,0.615,0.48,0.185,1.2205,0.4985,0.315,0.33,0
3346,2,0.45,0.32,0.1,0.381,0.1705,0.075,0.115,0
4065,0,0.64,0.5,0.17,1.12,0.4955,0.2645,0.32,0
4164,1,0.49,0.375,0.115,0.557,0.2275,0.1335,0.1765,0
4010,2,0.275,0.2,0.08,0.099,0.037,0.024,0.03,0
667,1,0.365,0.275,0.135,0.24,0.108,0.0445,0.0735,0
3475,2,0.4,0.3,0.125,0.417,0.191,0.09,0.1175,0
1051,2,0.565,0.39,0.125,0.744,0.352,0.13,0.1685,0
1757,0,0.505,0.4,0.165,0.729,0.2675,0.155,0.25,0
2793,2,0.56,0.415,0.13,0.7615,0.3695,0.17,0.1955,0
1466,1,0.5,0.38,0.11,0.5605,0.28,0.106,0.15,0
1621,1,0.465,0.355,0.09,0.4325,0.2005,0.074,0.1275,0
402,2,0.585,0.455,0.225,1.055,0.3815,0.221,0.365,0
4060,2,0.685,0.53,0.17,1.56,0.647,0.383,0.465,0
3639,0,0.72,0.575,0.17,1.9335,0.913,0.389,0.51,0
1910,2,0.26,0.2,0.065,0.096,0.044,0.027,0.03,0
3395,0,0.47,0.36,0.13,0.472,0.182,0.114,0.15,0
2682,2,0.41,0.315,0.095,0.306,0.121,0.0735,0.09,0
739,1,0.37,0.28,0.095,0.2865,0.1505,0.069,0.0795,0
3492,0,0.54,0.42,0.14,0.805,0.369,0.1725,0.21,0
2030,1,0.5,0.38,0.11,0.494,0.218,0.09,0.1325,0
3780,2,0.775,0.57,0.22,2.032,0.735,0.4755,0.6585,0
2678,1,0.375,0.285,0.1,0.239,0.105,0.0555,0.07,0
2870,0,0.655,0.53,0.165,1.2835,0.583,0.1255,0.4,0
1295,1,0.575,0.45,0.135,0.807,0.3615,0.176,0.254,0
2344,0,0.655,0.5,0.205,1.528,0.6215,0.3725,0.4535,0
1718,0,0.595,0.47,0.25,1.283,0.462,0.2475,0.445,0
3218,1,0.485,0.365,0.09,0.651,0.3165,0.132,0.18,0
442,1,0.525,0.405,0.15,0.795,0.3075,0.205,0.255,0
1733,1,0.405,0.305,0.105,0.3625,0.1565,0.0705,0.125,0
1017,2,0.495,0.395,0.12,0.553,0.224,0.1375,0.167,0
3762,1,0.43,0.32,0.11,0.3675,0.1675,0.102,0.105,0
2122,0,0.625,0.49,0.155,1.115,0.484,0.277,0.3095,0
2763,0,0.61,0.47,0.16,1.0745,0.4925,0.236,0.29,0
387,2,0.55,0.45,0.13,0.92,0.378,0.2385,0.29,0
324,0,0.525,0.44,0.15,0.8425,0.3685,0.1985,0.24,0
3150,2,0.475,0.365,0.14,0.6175,0.202,0.1445,0.19,0
3683,1,0.595,0.46,0.15,0.8335,0.377,0.1925,0.235,0
172,2,0.47,0.36,0.135,0.501,0.1665,0.115,0.165,0
1990,2,0.595,0.49,0.185,1.185,0.482,0.2015,0.361,0
3577,2,0.65,0.5,0.155,1.202,0.565,0.3135,0.294,0
3282,1,0.42,0.305,0.1,0.3415,0.1645,0.0775,0.086,0
39,0,0.5,0.4,0.14,0.6615,0.2565,0.1755,0.22,0
2292,1,0.51,0.4,0.125,0.5935,0.239,0.13,0.204,0
3405,1,0.375,0.305,0.115,0.2715,0.092,0.074,0.09,0
2268,2,0.695,0.54,0.195,1.691,0.768,0.363,0.4755,0
2115,2,0.6,0.49,0.21,1.9875,1.005,0.419,0.491,0
556,1,0.255,0.19,0.075,0.0865,0.0345,0.0205,0.025,0
3772,1,0.49,0.37,0.11,0.538,0.271,0.1035,0.139,0
3764,2,0.505,0.385,0.115,0.4825,0.21,0.1035,0.1535,0
4020,2,0.62,0.48,0.16,1.0765,0.412,0.253,0.3,0
3426,1,0.44,0.345,0.1,0.366,0.122,0.0905,0.12,0
2271,2,0.735,0.57,0.21,2.2355,1.1705,0.463,0.5315,0
665,1,0.35,0.27,0.09,0.2055,0.075,0.0575,0.062,0
710,0,0.64,0.51,0.165,1.486,0.7595,0.332,0.321,0
2827,1,0.45,0.35,0.11,0.514,0.253,0.1045,0.14,0
2265,0,0.655,0.515,0.155,1.309,0.524,0.346,0.385,0
330,2,0.585,0.475,0.12,0.945,0.41,0.2115,0.28,0
388,0,0.625,0.515,0.15,1.2415,0.5235,0.3065,0.36,0
3454,1,0.435,0.33,0.125,0.406,0.1685,0.1055,0.096,0
1673,2,0.595,0.47,0.15,0.8915,0.359,0.2105,0.245,0
3852,2,0.475,0.355,0.125,0.4625,0.186,0.107,0.145,0
3010,1,0.58,0.42,0.14,0.701,0.3285,0.102,0.2255,0
2433,0,0.655,0.455,0.17,1.2895,0.587,0.3165,0.3415,0
4109,0,0.615,0.475,0.145,0.9525,0.3915,0.195,0.32,0
523,1,0.46,0.35,0.12,0.4885,0.193,0.105,0.155,0
3086,0,0.655,0.5,0.18,1.4155,0.508,0.314,0.445,0
406,2,0.31,0.22,0.085,0.146,0.061,0.0365,0.045,0
375,1,0.43,0.34,0.12,0.3575,0.151,0.0645,0.1045,0
2092,2,0.505,0.4,0.135,0.723,0.377,0.149,0.178,0
3304,0,0.595,0.455,0.14,0.914,0.3895,0.2225,0.271,0
3850,0,0.41,0.315,0.11,0.321,0.1255,0.0655,0.095,0
1656,2,0.595,0.455,0.155,1.041,0.416,0.2105,0.365,0
2580,0,0.69,0.54,0.185,1.5715,0.6935,0.318,0.47,0
422,1,0.47,0.37,0.12,0.4705,0.1845,0.1055,0.155,0
2205,2,0.6,0.45,0.145,0.877,0.4325,0.155,0.24,0
2948,2,0.65,0.495,0.16,1.2075,0.55,0.2695,0.32,0
416,2,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,0
2796,2,0.59,0.46,0.145,0.929,0.38,0.24,0.255,0
4107,2,0.41,0.325,0.1,0.3555,0.146,0.072,0.105,0
1773,0,0.585,0.455,0.165,0.998,0.345,0.2495,0.315,0
2724,1,0.48,0.355,0.115,0.5785,0.25,0.106,0.184,0
500,0,0.5,0.385,0.105,0.498,0.1795,0.1095,0.17,0
214,2,0.35,0.275,0.11,0.2925,0.1225,0.0635,0.0905,0
3338,0,0.625,0.485,0.15,1.0945,0.531,0.261,0.296,0
1746,1,0.33,0.26,0.08,0.19,0.0765,0.0385,0.065,0
225,0,0.515,0.425,0.135,0.712,0.2665,0.1605,0.25,0
3557,1,0.51,0.4,0.125,0.5575,0.2615,0.1195,0.1525,0
1507,1,0.575,0.45,0.135,0.8715,0.45,0.162,0.225,0
283,0,0.61,0.495,0.185,1.153,0.536,0.2905,0.245,0
4146,1,0.36,0.27,0.09,0.2075,0.098,0.039,0.062,0
43,0,0.505,0.4,0.125,0.583,0.246,0.13,0.175,0
1901,2,0.31,0.245,0.095,0.15,0.0525,0.034,0.048,0
1128,1,0.375,0.28,0.085,0.3155,0.187,0.046,0.067,0
4008,0,0.62,0.5,0.175,1.146,0.477,0.23,0.39,0
2937,0,0.61,0.495,0.165,1.0835,0.4525,0.273,0.317,0
3506,2,0.65,0.525,0.175,1.4715,0.675,0.315,0.399,0
53,2,0.57,0.48,0.175,1.185,0.474,0.261,0.38,0
588,0,0.52,0.4,0.12,0.6515,0.261,0.2015,0.165,0
3005,2,0.56,0.465,0.145,0.8875,0.3345,0.22,0.2695,0
3479,2,0.52,0.4,0.12,0.823,0.298,0.1805,0.265,0
552,2,0.565,0.44,0.185,0.909,0.344,0.2325,0.255,0
3071,2,0.455,0.35,0.105,0.416,0.1625,0.097,0.145,0
4108,2,0.52,0.425,0.125,0.79,0.372,0.205,0.19,0
1847,0,0.59,0.47,0.17,0.9,0.355,0.1905,0.25,0
3226,0,0.575,0.45,0.12,0.9585,0.447,0.169,0.275,0
3008,1,0.575,0.45,0.145,0.795,0.364,0.1505,0.26,0
2361,0,0.525,0.41,0.135,0.7905,0.4065,0.198,0.177,0
112,2,0.46,0.35,0.12,0.515,0.224,0.108,0.1565,0
2653,1,0.575,0.475,0.17,0.967,0.3775,0.284,0.275,0
2356,1,0.32,0.215,0.095,0.305,0.14,0.067,0.0885,0
1183,2,0.635,0.51,0.185,1.308,0.544,0.318,0.377,0
1634,0,0.565,0.44,0.135,0.83,0.393,0.1735,0.238,0
1819,2,0.455,0.355,0.13,0.515,0.2,0.1275,0.175,0
3705,0,0.71,0.54,0.205,1.5805,0.802,0.287,0.435,0
1315,1,0.605,0.47,0.145,0.8025,0.379,0.2265,0.22,0
1715,2,0.575,0.45,0.185,0.925,0.342,0.197,0.35,0
656,0,0.44,0.34,0.13,0.4195,0.153,0.1155,0.13,0
2767,0,0.625,0.47,0.17,1.255,0.525,0.2415,0.405,0
1681,0,0.59,0.455,0.175,0.966,0.391,0.2455,0.31,0
1730,1,0.43,0.325,0.11,0.3675,0.1355,0.0935,0.12,0
2327,2,0.625,0.495,0.175,1.2075,0.531,0.281,0.3525,0
2241,2,0.5,0.365,0.13,0.5945,0.309,0.1085,0.1535,0
2929,0,0.585,0.42,0.155,1.034,0.437,0.2225,0.32,0
1211,1,0.355,0.27,0.075,0.1775,0.079,0.0315,0.054,0
3891,1,0.425,0.34,0.1,0.3515,0.1625,0.082,0.094,0
2965,1,0.235,0.13,0.075,0.1585,0.0685,0.037,0.0465,0
3719,1,0.365,0.27,0.075,0.2215,0.095,0.0445,0.07,0
1012,1,0.48,0.37,0.125,0.5435,0.244,0.101,0.165,0
669,1,0.385,0.29,0.095,0.312,0.143,0.0635,0.086,0
1846,2,0.64,0.52,0.2,1.407,0.566,0.304,0.455,0
572,1,0.325,0.25,0.08,0.176,0.0595,0.0355,0.063,0
671,1,0.395,0.29,0.095,0.319,0.138,0.08,0.082,0
2274,1,0.315,0.235,0.075,0.1285,0.051,0.028,0.0405,0
4088,1,0.35,0.25,0.1,0.4015,0.1725,0.063,0.1255,0
1663,1,0.13,0.095,0.035,0.0105,0.005,0.0065,0.0035,0
270,1,0.3,0.22,0.08,0.121,0.0475,0.042,0.035,0
639,2,0.495,0.385,0.135,0.709,0.211,0.1375,0.262,0
3262,1,0.555,0.43,0.125,0.7005,0.3395,0.1355,0.2095,0
2025,1,0.46,0.345,0.115,0.4215,0.1895,0.102,0.111,0
164,1,0.37,0.28,0.095,0.2655,0.122,0.052,0.08,0
83,2,0.425,0.35,0.105,0.393,0.13,0.063,0.165,0
1067,0,0.595,0.465,0.155,1.026,0.4645,0.112,0.305,0
3601,1,0.505,0.38,0.12,0.594,0.2595,0.1435,0.18,0
3217,1,0.435,0.325,0.1,0.366,0.174,0.0725,0.109,0
2552,1,0.32,0.25,0.08,0.1565,0.057,0.034,0.06,0
1122,0,0.745,0.57,0.215,2.25,1.1565,0.446,0.558,0
1023,1,0.505,0.405,0.13,0.6015,0.3015,0.11,0.18,0
855,1,0.34,0.265,0.08,0.2015,0.09,0.0475,0.055,0
919,2,0.585,0.465,0.16,0.9555,0.4595,0.236,0.265,0
3633,0,0.65,0.505,0.165,1.16,0.4785,0.274,0.349,0
4143,0,0.645,0.525,0.17,1.37,0.6135,0.283,0.34,0
709,2,0.63,0.505,0.165,1.26,0.4525,0.2755,0.406,0
251,2,0.57,0.435,0.145,0.9055,0.3925,0.2355,0.275,0
1475,1,0.52,0.385,0.115,0.581,0.2555,0.156,0.143,0
1099,2,0.64,0.525,0.18,1.3135,0.4865,0.2995,0.4075,0
3804,2,0.66,0.505,0.2,1.6305,0.4865,0.297,0.61,0
3744,2,0.62,0.485,0.155,1.0295,0.425,0.2315,0.335,0
3431,0,0.665,0.555,0.195,1.4385,0.581,0.354,0.36,0
3066,1,0.17,0.105,0.035,0.034,0.012,0.0085,0.005,0
4006,0,0.51,0.395,0.12,0.6175,0.262,0.122,0.193,0
3498,2,0.59,0.475,0.165,1.077,0.4545,0.244,0.3095,0
209,2,0.53,0.42,0.165,0.8945,0.319,0.239,0.245,0
608,0,0.605,0.46,0.17,1.122,0.347,0.3045,0.315,0
3273,2,0.63,0.53,0.175,1.4135,0.667,0.2945,0.3555,0
3159,0,0.515,0.395,0.14,0.686,0.281,0.1255,0.22,0
2075,1,0.33,0.24,0.075,0.163,0.0745,0.033,0.048,0
1327,2,0.615,0.47,0.16,1.0175,0.473,0.2395,0.28,0
3714,2,0.6,0.495,0.175,1.3005,0.6195,0.284,0.3285,0
1879,2,0.155,0.115,0.025,0.024,0.009,0.005,0.0075,0
1688,0,0.415,0.325,0.115,0.3455,0.1405,0.0765,0.11,0
88,0,0.56,0.43,0.15,0.8825,0.3465,0.172,0.31,0
4015,1,0.47,0.4,0.16,0.51,0.1615,0.073,0.198,0
3556,0,0.51,0.4,0.125,0.545,0.261,0.115,0.1385,0
2794,2,0.575,0.44,0.145,0.87,0.3945,0.2195,0.225,0
2578,2,0.635,0.51,0.155,1.156,0.428,0.289,0.315,0
2579,2,0.695,0.53,0.15,1.477,0.6375,0.3025,0.43,0
287,2,0.635,0.515,0.17,1.275,0.509,0.286,0.34,0
1126,1,0.365,0.255,0.08,0.1985,0.0785,0.0345,0.053,0
801,2,0.58,0.455,0.15,1.012,0.4985,0.2115,0.2835,0
3021,0,0.63,0.475,0.15,1.072,0.433,0.2975,0.315,0
3352,1,0.24,0.175,0.045,0.07,0.0315,0.0235,0.02,0
819,0,0.625,0.5,0.165,1.288,0.573,0.3035,0.315,0
189,2,0.565,0.425,0.16,0.9425,0.3495,0.2185,0.275,0
2605,0,0.4,0.335,0.115,0.4335,0.2105,0.1205,0.12,0
584,2,0.465,0.36,0.08,0.488,0.191,0.125,0.155,0
3582,2,0.745,0.565,0.215,1.931,0.896,0.4585,0.5,0
3564,0,0.575,0.47,0.165,0.869,0.435,0.197,0.238,0
1753,1,0.355,0.28,0.11,0.2235,0.0815,0.0525,0.08,0
632,2,0.56,0.41,0.165,0.93,0.3505,0.237,0.3,0
3271,0,0.625,0.49,0.19,1.7015,0.7465,0.4105,0.3855,0
335,0,0.63,0.5,0.17,1.3135,0.5595,0.267,0.4,0
198,1,0.33,0.25,0.105,0.1715,0.0655,0.035,0.06,0
3846,0,0.585,0.415,0.155,0.6985,0.3,0.146,0.195,0
1435,0,0.665,0.515,0.185,1.3405,0.5595,0.293,0.4375,0
149,2,0.61,0.485,0.17,1.0225,0.419,0.2405,0.36,0
87,2,0.44,0.34,0.105,0.402,0.1305,0.0955,0.165,0
1761,2,0.6,0.48,0.175,1.229,0.4125,0.2735,0.415,0
2308,2,0.58,0.445,0.15,0.9525,0.4315,0.1945,0.287,0
2780,1,0.44,0.33,0.11,0.38,0.197,0.079,0.09,0
3365,1,0.36,0.265,0.095,0.2315,0.105,0.046,0.075,0
1354,2,0.645,0.485,0.15,1.2215,0.5695,0.2735,0.33,0
2291,1,0.51,0.4,0.145,0.5775,0.231,0.143,0.177,0
1903,1,0.42,0.305,0.11,0.28,0.094,0.0785,0.0955,0
1279,1,0.56,0.44,0.13,0.7235,0.349,0.149,0.2,0
2708,2,0.545,0.42,0.125,0.9745,0.353,0.174,0.305,0
2809,0,0.7,0.56,0.175,1.6605,0.8605,0.3275,0.398,0
1936,1,0.275,0.2,0.065,0.092,0.0385,0.0235,0.027,0
