,Vehicle_Type,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Vehicle_Speed,Month,Day,Hour,result
66,5,0,0,350,350,62,13,1,18,0
3737,4,1,1,120,120,79,23,6,21,0
1095,5,1,0,340,340,94,13,6,1,0
4581,2,1,2,0,0,80,6,3,16,0
4285,0,1,0,300,300,48,25,6,9,0
4272,1,0,2,70,70,46,16,0,0,0
3145,1,1,2,60,60,60,23,4,20,0
1376,6,0,1,130,130,45,19,0,21,0
4036,5,0,0,300,300,68,22,4,4,0
775,4,1,1,100,100,78,16,4,0,0
2766,0,0,0,350,350,67,2,0,3,0
436,2,1,2,0,0,46,4,6,23,0
1073,2,1,2,0,0,86,21,5,14,0
611,2,1,2,0,0,52,8,3,13,0
4222,0,0,0,300,300,58,29,5,20,0
3089,1,1,2,60,60,42,5,4,5,0
253,1,1,2,120,120,82,22,3,22,0
603,1,1,2,60,60,50,28,2,11,0
4317,6,1,1,120,120,48,22,1,22,0
188,3,0,0,180,180,52,18,6,19,0
785,1,1,2,60,60,10,17,5,22,0
3297,3,1,0,130,130,65,12,2,1,0
3418,1,0,2,60,60,69,5,0,5,0
974,1,0,2,60,60,69,11,5,22,0
223,3,1,0,180,180,85,23,1,22,0
1472,2,1,2,0,0,72,26,5,19,0
2290,1,0,2,90,90,68,11,4,9,0
4931,2,1,2,0,0,89,8,0,16,0
3128,4,0,1,100,100,57,8,1,22,0
2848,4,0,1,160,160,45,22,0,8,0
843,5,1,0,290,290,70,13,3,18,0
798,0,0,0,290,290,34,26,5,3,0
837,6,1,1,110,110,90,12,0,4,0
3327,1,1,2,60,60,56,26,0,23,0
121,2,1,2,0,0,85,10,2,6,0
3020,2,1,2,0,0,69,2,3,22,0
4329,2,1,2,0,0,59,16,6,15,0
2000,4,0,1,115,115,52,8,2,23,0
726,4,0,1,100,100,47,2,0,2,0
4955,4,1,1,115,115,75,21,2,3,0
3246,6,0,1,110,110,20,24,1,9,0
534,2,1,2,0,0,83,10,6,20,0
856,2,1,2,0,0,77,30,6,23,0
1778,0,0,0,300,300,59,11,6,13,0
813,1,1,2,60,60,88,22,3,13,0
1809,5,1,0,300,300,52,16,6,14,0
4462,2,1,2,0,0,64,26,0,4,0
693,0,1,0,290,290,43,28,2,11,0
4238,2,1,2,0,0,63,28,4,3,0
1662,5,0,0,300,300,72,1,6,0,0
3086,4,0,1,100,100,55,13,0,7,0
317,2,1,2,0,0,89,27,4,23,0
3280,5,0,0,290,290,65,21,2,3,0
115,5,1,0,350,350,79,4,3,22,0
507,5,1,0,290,290,93,14,0,10,0
4088,3,0,0,140,140,58,2,4,16,0
4377,1,1,2,70,70,57,10,5,12,0
2421,3,1,0,145,145,77,16,1,23,0
1485,1,1,2,100,100,93,8,4,3,0
1688,1,0,2,70,70,72,29,6,13,0
1243,6,1,1,130,130,93,2,0,7,0
3862,6,0,1,130,130,66,6,2,5,0
3697,0,1,0,340,340,94,21,2,4,0
3972,2,1,2,0,0,72,2,0,0,0
484,1,0,2,120,120,69,21,5,16,0
2621,2,1,2,0,0,85,20,5,11,0
1317,1,1,2,100,100,89,14,4,11,0
3169,6,1,1,110,110,41,1,6,5,0
1566,4,0,1,110,110,70,9,4,9,0
3092,6,0,1,110,110,52,23,4,3,0
2758,3,0,0,180,180,65,11,6,0,0
4388,4,0,1,110,110,43,12,2,14,0
1865,5,1,0,300,300,51,18,6,3,0
1553,3,1,0,140,140,82,23,4,3,0
2730,3,0,0,180,180,68,5,0,0,0
1115,2,1,2,0,0,77,2,5,1,0
3730,4,0,1,120,120,59,28,0,9,0
639,2,1,2,0,0,43,5,3,19,0
2411,5,1,0,330,330,98,14,6,0,0
621,4,1,1,100,100,56,18,6,4,0
763,0,1,0,290,290,37,24,5,21,0
3442,6,0,1,110,110,57,11,6,15,0
2956,1,0,2,120,120,56,25,3,6,0
2163,0,1,0,330,330,86,10,5,10,0
2452,2,1,2,0,0,65,19,0,1,0
4455,2,1,2,0,0,83,30,1,16,0
3474,1,0,2,60,60,69,31,4,3,0
3693,5,1,0,340,340,76,13,3,14,0
2833,6,1,1,140,140,96,18,4,17,0
3006,2,1,2,0,0,64,13,3,22,0
50,1,0,2,120,120,69,25,6,13,0
641,6,1,1,110,110,50,7,5,8,0
3502,1,0,2,100,100,70,15,5,4,0
3640,3,0,0,150,150,64,2,0,12,0
422,2,1,2,0,0,66,18,6,4,0
1709,1,1,2,70,70,88,22,2,16,0
1905,1,1,2,70,70,59,3,3,23,0
4009,6,1,1,120,120,80,15,3,20,0
2304,1,0,2,90,90,61,2,1,17,0
4126,2,1,2,0,0,72,31,1,2,0
4899,4,1,1,115,115,78,12,3,1,0
1880,6,0,1,120,120,46,8,0,6,0
4571,3,1,0,145,145,92,19,0,6,0
4374,4,0,1,110,110,48,20,5,14,0
4187,0,1,0,300,300,68,23,2,9,0
275,2,1,2,0,0,91,16,4,10,0
3343,5,1,0,290,290,70,17,5,23,0
4762,1,0,2,90,90,45,6,1,4,0
643,3,1,0,130,130,55,9,0,20,0
1555,1,1,2,70,70,67,25,6,7,0
698,4,0,1,100,100,48,5,0,18,0
3457,4,1,1,100,100,76,22,3,6,0
3897,6,1,1,130,130,76,24,2,18,0
729,1,1,2,60,60,59,5,3,19,0
4438,3,0,0,140,140,63,15,0,18,0
2936,2,1,2,0,0,46,26,0,10,0
553,0,1,0,290,290,49,1,0,8,0
4296,6,0,1,120,120,44,27,6,10,0
1319,5,1,0,340,340,77,16,6,21,0
256,6,0,1,140,140,47,25,6,13,0
2767,1,1,2,120,120,95,17,1,19,0
4983,4,1,1,115,115,85,13,2,4,0
1721,3,1,0,140,140,50,5,2,20,0
125,3,1,0,180,180,92,14,6,1,0
2363,6,1,1,125,125,93,26,2,12,0
4595,2,1,2,0,0,76,30,0,16,0
3065,4,1,1,100,100,50,29,2,19,0
352,2,1,2,0,0,51,1,4,3,0
289,2,1,2,0,0,85,30,4,7,0
469,0,1,0,350,350,78,6,4,15,0
2287,4,1,1,115,115,87,25,3,3,0
3032,0,0,0,290,290,81,14,2,15,0
3458,3,0,0,130,130,58,11,1,22,0
3228,0,0,0,290,290,44,21,4,21,0
2254,0,0,0,330,330,64,16,3,22,0
4250,0,0,0,300,300,57,19,3,20,0
4589,5,1,0,330,330,82,21,6,19,0
4297,4,1,1,110,110,59,15,4,2,0
2768,2,1,2,0,0,55,5,6,10,0
1501,5,1,0,300,300,65,24,6,0,0
3120,6,0,1,110,110,43,30,6,18,0
2945,6,1,1,140,140,75,23,0,4,0
1802,5,0,0,300,300,45,8,5,21,0
1240,1,0,2,100,100,44,29,4,18,0
3253,6,1,1,110,110,27,22,3,20,0
387,2,1,2,0,0,88,14,6,1,0
2561,4,1,1,160,160,78,27,2,11,0
4227,4,1,1,110,110,44,21,2,1,0
1966,3,0,0,140,140,54,4,2,23,0
4063,2,1,2,0,0,78,13,3,14,0
274,1,0,2,120,120,68,15,3,5,0
2537,2,1,2,0,0,85,21,0,0,0
4687,5,1,0,330,330,73,13,0,21,0
1429,1,1,2,100,100,83,13,4,3,0
3401,4,1,1,100,100,35,29,6,6,0
2067,2,1,2,0,0,97,15,0,8,0
2866,2,1,2,0,0,44,27,1,22,0
4735,2,1,2,0,0,95,7,2,19,0
2440,6,0,1,125,125,59,6,3,22,0
2519,4,1,1,160,160,80,25,2,10,0
3335,2,1,2,0,0,45,13,4,23,0
